Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,unknown plastic,Importance,ANCOM
Phylum: Halanaerobiaeota,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,99.23857868020305,20.353982300884955,82.03883495145631,0.0,0.0,0.007909747045229402,S
Phylum: Tenericutes,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,228.93401015228426,37.16814159292036,444.1747572815534,0.0,180.71065989847716,0.007317416374625467,S
Order: Propionibacteriales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,2172.8426395939086,315.929203539823,1043.6893203883494,184.19117647058823,1477.6649746192893,0.006678906911082479,S
Class: Acidimicrobiia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,20301.522842639595,34101.76991150442,44133.98058252427,61718.01470588235,15970.558375634519,0.017405262420413594,NS
Class: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,21716.751269035532,8921.238938053097,5989.320388349514,5280.14705882353,23278.680203045686,0.015094543744408412,NS
Class: Thermoleophilia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,494.6700507614213,24.778761061946902,684.4660194174758,11.029411764705882,404.56852791878174,0.00589611038720047,S
Order: Microtrichales,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,17897.46192893401,21521.2389380531,41657.76699029126,13534.926470588236,8353.299492385786,0.007834848011838116,NS
Order: Actinomarinales,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,2145.939086294416,12412.389380530973,2003.3980582524273,48183.08823529412,7617.258883248731,0.0072926942969019784,NS
Class: Subgroup 21,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,93.1472081218274,4203.539823008849,192.23300970873785,152.94117647058823,7.106598984771574,0.01331249747285243,S
Class: Thermoanaerobaculia,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,3702.0304568527918,3756.637168141593,18282.038834951458,94.11764705882354,2867.51269035533,0.011331687886143287,S
Class: Subgroup 9,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,311.4213197969543,203.53982300884957,1399.0291262135922,0.0,0.0,0.010795400683168196,S
Class: Blastocatellia (Subgroup 4),Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,1748.9847715736041,437.16814159292034,5592.718446601942,28.676470588235293,1104.0609137055837,0.0079841689933742,S
Class: Subgroup 22,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,331.2182741116751,1370.796460176991,210.67961165048544,65.07352941176471,73.09644670050761,0.006532412385918664,S
Class: Acidobacteriia,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,527.9187817258884,1002.6548672566372,1484.9514563106795,10.294117647058824,0.0,0.00641051023534972,S
Class: Subgroup 26,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,28.68020304568528,391.1504424778761,27.66990291262136,1006.6176470588235,12.690355329949238,0.005386456969221971,S
Class: Nitrososphaeria,Archaea,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,4543.6548223350255,46308.849557522124,15685.436893203883,901.1029411764706,4.060913705583756,0.01588949493996569,S
Order: Nitrosopumilales,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaeria,Nitrososphaeria,Nitrososphaeria,Nitrososphaeria,4543.6548223350255,46308.849557522124,15685.436893203883,901.1029411764706,4.060913705583756,0.005227432841054476,S
Phylum: Thaumarchaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,4543.6548223350255,46308.849557522124,15685.436893203883,901.1029411764706,4.060913705583756,0.02245962275469066,S
Phylum: Euryarchaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,4.568527918781726,346.9026548672566,398.54368932038835,12330.514705882353,0.0,0.014013110821701768,S
Phylum: Nanoarchaeaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,84.51776649746193,46.902654867256636,432.0388349514563,1.838235294117647,0.0,0.009097065716908031,NS
