Taxa,kingdoms,phyla,classes,orders,families,genera,species,aliphatic,biofilm,other plastic,planktonic,Importance,ANCOM
Species: CL500-29 marine group,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,CL500-29 marine group,331.8181818181818,16750.0,244.77611940298507,113968.46846846846,0.009061018290604022,NS
Order: Microtrichales,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,44393.93939393939,35201.40845070423,25120.89552238806,132738.28828828828,0.00694388009199923,NS
Class: Subgroup 9,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,24.242424242424242,113.38028169014085,2407.4626865671644,0.0,0.008892579005808442,S
Class: Blastocatellia (Subgroup 4),Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,1822.7272727272727,1257.7464788732395,2653.731343283582,572.5225225225225,0.00831519829810713,NS
Class: Thermoanaerobaculia,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,4536.363636363636,1694.3661971830986,4161.194029850746,1534.6846846846847,0.007901485211282748,NS
Class: Subgroup 18,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,21.21212121212121,234.50704225352112,8.955223880597014,81.08108108108108,0.006606338031040111,NS
Class: Subgroup 6,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,2533.3333333333335,1248.5915492957747,4089.5522388059703,2922.072072072072,0.0054996762014196295,S
Class: Subgroup 21,Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,260.6060606060606,168.30985915492957,443.2835820895522,105.85585585585585,0.0052320706489357785,NS
Class: Nitrososphaeria,Archaea,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,Thaumarchaeota,343.93939393939394,4698.591549295775,15891.044776119403,40834.68468468468,0.00873478180562319,NS
Class: Bathyarchaeia,Archaea,Crenarchaeota,Crenarchaeota,Crenarchaeota,Crenarchaeota,Crenarchaeota,Crenarchaeota,775.7575757575758,1364.7887323943662,3374.626865671642,5.405405405405405,0.008043137569849992,NS
Class: Lokiarchaeia,Archaea,Asgardaeota,Asgardaeota,Asgardaeota,Asgardaeota,Asgardaeota,Asgardaeota,669.6969696969697,24.64788732394366,6001.492537313433,0.0,0.005830264767583945,NS
Phylum: Thaumarchaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,343.93939393939394,4698.591549295775,15891.044776119403,40834.68468468468,0.01951580433670283,NS
Phylum: Crenarchaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,775.7575757575758,1364.7887323943662,3374.626865671642,5.405405405405405,0.015095660729234225,S
Phylum: Asgardaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,692.4242424242424,155.6338028169014,7370.149253731343,0.9009009009009009,0.01326419045063755,NS
Phylum: Euryarchaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,353.030303030303,1947.887323943662,2949.2537313432836,1427.4774774774776,0.010486876332184614,NS
Phylum: Diapherotrites,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,0.0,367.6056338028169,1285.0746268656717,0.0,0.010099731499926488,NS
Phylum: Nanoarchaeaeota,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,Archaea,15.151515151515152,387.32394366197184,819.4029850746268,414.86486486486484,0.008787297458168232,NS
