Taxa,kingdoms,phyla,classes,orders,families,genera,species,biofilm,unknown plastic,Importance,ANCOM
Genera: Actinomadura,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonosporaceae,Thermomonosporaceae,0.5770833333333333,0.21800000000000005,0.010740553,NS
ASV2011: Actinomadura,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura,0.3520833333333333,0.168,0.00857765,NS
ASV2010: Actinomadura,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura,0.225,0.05,0.0059882519999999995,NS
Species: Actinomadura,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura,0.5770833333333333,0.21800000000000005,0.012001853,NS
Family: Thermomonosporaceae,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiales,Streptosporangiales,Streptosporangiales,0.5770833333333333,0.21800000000000005,0.016472623999999998,NS
Family: Streptomycetaceae,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetales,Streptomycetales,Streptomycetales,0.5375000000000001,0.066,0.005188366,NS
Family: Pseudonocardiaceae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiales,Pseudonocardiales,Pseudonocardiales,0.275,0.558,0.02772794,NS
ASV1968: Saccharopolyspora rectivirgula,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora rectivirgula,0.11041666666666666,0.12799999999999997,0.011958135,NS
Species: Saccharopolyspora rectivirgula,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora,0.11041666666666666,0.12799999999999997,0.013383458999999999,NS
ASV1969: Saccharomonospora thermoviridis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora thermoviridis,0.08958333333333333,0.226,0.0068876269999999995,NS
Species: Saccharomonospora thermoviridis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora,0.08958333333333333,0.226,0.010826074,NS
Genera: Saccharopolyspora,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae,Pseudonocardiaceae,0.11041666666666666,0.12799999999999997,0.022416732,S
Genera: Saccharomonospora,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae,Pseudonocardiaceae,0.08958333333333333,0.226,0.010412535,NS
Genera: Actinophytocola,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae,Pseudonocardiaceae,0.07291666666666667,0.14400000000000002,0.009239511,S
ASV2007: Actinophytocola,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Actinophytocola,0.07291666666666667,0.14400000000000002,0.014941886000000001,NS
Species: Actinophytocola,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Actinophytocola,0.07291666666666667,0.14400000000000002,0.03493245,NS
Family: Nocardioidaceae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriales,Propionibacteriales,Propionibacteriales,0.10625,0.29399999999999993,0.006714484000000001,NS
Family: Propionibacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriales,Propionibacteriales,Propionibacteriales,0.11249999999999999,0.008,0.007248285,NS
Genera: Cutibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae,Propionibacteriaceae,0.11249999999999999,0.008,0.005868933000000001,S
Species: Cutibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium,0.11249999999999999,0.008,0.005938983,NS
Species: Nocardioidaceae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioidaceae,Nocardioidaceae,0.10208333333333335,0.29399999999999993,0.006756731,NS
Genera: Nocardioidaceae,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioidaceae,Nocardioidaceae,0.10208333333333335,0.29399999999999993,0.012675815,S
Family: Micromonosporaceae,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporales,Micromonosporales,Micromonosporales,0.46875,0.192,0.0056033409999999995,NS
Family: Microbacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales,Micrococcales,Micrococcales,0.4041666666666666,0.27,0.023617801,NS
Family: Micrococcaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales,Micrococcales,Micrococcales,2.472916666666667,6.257999999999999,0.005008853,NS
Family: Cellulomonadaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales,Micrococcales,Micrococcales,0.11666666666666665,0.024000000000000004,0.005150285,NS
ASV1961: Micrococcaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae,Micrococcaceae,1.7249999999999999,3.674,0.005420526,NS
Species: Micrococcaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae,Micrococcaceae,1.7249999999999999,3.7320000000000007,0.005904611,NS
Genera: Micrococcaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae,Micrococcaceae,1.7249999999999999,3.7320000000000007,0.007475506999999999,S
Genera: Arthrobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcaceae,Micrococcaceae,0.22291666666666665,1.018,0.005880572,S
ASV1952: Kocuria,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria,0.4395833333333334,1.508,0.0065902140000000005,NS
Species: Kocuria,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria,0.4395833333333334,1.508,0.0059313790000000005,NS
ASV1964: Arthrobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter,0.004166666666666667,0.10799999999999998,0.0050079109999999994,NS
Species: Arthrobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter,0.22291666666666665,1.018,0.009455477,NS
ASV1935: Microbacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae,Microbacteriaceae,0.10625,0.1,0.006894325,NS
Species: Microbacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae,Microbacteriaceae,0.12083333333333333,0.146,0.009421226999999999,NS
Genera: Microbacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae,Microbacteriaceae,0.12083333333333333,0.146,0.011760483,S
Genera: Blastococcus,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilaceae,Geodermatophilaceae,0.2395833333333333,0.446,0.005138168,S
ASV2012: Blastococcus,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus,0.2395833333333333,0.446,0.005243451,NS
Genera: Frankiales,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiales,Frankiales,Frankiales,0.06458333333333334,0.7319999999999999,0.005853195,S
Family: Geodermatophilaceae,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiales,Frankiales,Frankiales,0.2395833333333333,0.528,0.005618871,NS
Family: Mycobacteriaceae,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriales,Corynebacteriales,Corynebacteriales,0.23750000000000002,0.09,0.007901876,NS
ASV2005: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.12499999999999999,0.032,0.012665743,NS
Species: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.12499999999999999,0.032,0.012777344,NS
Genera: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.12499999999999999,0.032,0.020767879,S
Family: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.12499999999999999,0.032,0.023794099,NS
Order: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.12499999999999999,0.032,0.014777102,NS
Order: Micrococcales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,3.127083333333333,6.564,0.028637285,NS
Order: Pseudonocardiales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.275,0.558,0.046630871,NS
Order: Streptosporangiales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.5770833333333333,0.21800000000000005,0.018819664,NS
Order: Propionibacteriales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.21875,0.302,0.019357426,NS
Order: Corynebacteriales,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.23750000000000002,0.106,0.012606973,NS
Class: Actinobacteria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,5.9750000000000005,9.490000000000002,0.134373871,NS
Class: Thermoleophilia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.13749999999999998,0.05999999999999999,0.016842413,NS
Class: Nitriliruptoria,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.4625000000000001,0.15200000000000002,0.019996136,NS
Class: Acidimicrobiia,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,0.13125,0.226,0.010127058000000001,NS
Genera: Microtrichales,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichales,Microtrichales,Microtrichales,0.02291666666666667,0.17400000000000002,0.006069084000000001,S
Species: Actinomarinales,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinales,Actinomarinales,Actinomarinales,0.10833333333333334,0.05199999999999999,0.005949342,NS
Genera: Actinomarinales,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinales,Actinomarinales,Actinomarinales,0.10833333333333334,0.05199999999999999,0.007868094,S
Family: Actinomarinales,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinales,Actinomarinales,Actinomarinales,0.10833333333333334,0.05199999999999999,0.008301221999999999,NS
Order: Microtrichales,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,0.02291666666666667,0.17400000000000002,0.005863816,NS
Order: Actinomarinales,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,Acidimicrobiia,0.10833333333333334,0.05199999999999999,0.008355441,NS
Family: Pyrinomonadaceae,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadales,Pyrinomonadales,Pyrinomonadales,0.08125,0.026000000000000006,0.011881708000000001,NS
ASV2730: RB41,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,RB41,0.08125,0.026000000000000006,0.005273122,NS
Genera: RB41,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,Pyrinomonadaceae,Pyrinomonadaceae,0.08125,0.026000000000000006,0.009941997,S
Order: Blastocatellales,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),0.15000000000000002,0.428,0.017086976,NS
Order: Pyrinomonadales,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),Blastocatellia (Subgroup 4),0.08125,0.026000000000000006,0.013638005,NS
Family: Blastocatellaceae,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellales,Blastocatellales,Blastocatellales,0.15000000000000002,0.428,0.023808824,NS
ASV2729: Blastocatellaceae,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatellaceae,Blastocatellaceae,0.02291666666666667,0.05800000000000001,0.006901256,NS
Species: Blastocatellaceae,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatellaceae,Blastocatellaceae,0.11458333333333333,0.27,0.006705467,NS
Genera: Blastocatellaceae,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatellaceae,Blastocatellaceae,0.11458333333333333,0.27,0.005713499,S
Genera: Blastocatella,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatellaceae,Blastocatellaceae,0.03541666666666667,0.158,0.005819875,S
ASV2727: Blastocatella,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella,Blastocatella,0.03541666666666667,0.158,0.005321736999999999,NS
Class: Blastocatellia (Subgroup 4),Bacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,Acidobacteria,0.3395833333333334,0.4779999999999998,0.075597373,NS
