OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Species name
7da6fd6fb0b9f9679a832ff9338c6633,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
5c1e9a9b3084f992c34f3a8bddfc7c55,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,,Methylotenera
9cd87d293344d47f0636154bdcf9dec8,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella,,Candidatus Entotheonella
6c705be7fb97b3a55dbf671d98772f45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,,Jannaschia
bf57cea5711d3339cecc570af82f3437,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,,Lacihabitans
e27f105ffda6b220664b9cc03ebafdc7,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,Blastopirellula
1e9b545b638615acbc764d8e419f6b5b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,Erythrobacter
f23f707e984042e34eaba425dbbd5f82,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,,Hyphomonadaceae
a9009c395a96d10a7bb1fd23f5efe0b8,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,,Haliangium
5253d98d25bc51baaf939f468ca8ef59,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,Pedobacter
6400bcf2ba650a6b5e26d712ec6f1ba3,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,metagenome,metagenome
4e731878acdf01f4c8562367aec5e50e,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,Hydrogenophaga
2e2858610adc6f89731e6dc06ce65791,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
e0b966f4223249e1fb1ab801238db441,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1,,SEEP-SRB1
6f03d2af3c7f13916e5f168c81439faa,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,Anaerostipes
40a2bfa33331881a48bf88367915f7a3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,,Aliihoeflea
d13e5c1d0b468e48ef6b30759d52108d,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,,Subgroup 10
d7e407e9fb08c05fab5e0b5332df1916,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,,NB1-j
4af8b753385e34f8ef86b5a2db35f2ed,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,Alteromonas
96eabdc1b6742a24e3924f64c1e750af,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Anaerolineaceae
3e51d82521c483c1879e41d3f1f73d64,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,,,Parvularculaceae
1e6385e2ed945bcf716db8c7bd3fcac2,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,NS5 marine group
302928b9081a17f0d2f12da6a04e95a3,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,,,Rubinisphaeraceae
4b412c9fe48622d4a4c1345016300b1e,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Geitlerinema LD9,,Geitlerinema LD9
7e6fdff0c0d4360e0ea837cbc19bc418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiaceae
6a9c6f1ac3d604eb67b7db5c1498e2bb,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Aphanizomenon NIES81,,Aphanizomenon NIES81
9acb555d3c5dd77e9035a661e7ad1bb6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,swine fecal bacterium SD-Pec10,swine fecal bacterium SD-Pec10
344cfb048635f7747e3ec76e3ee4995c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,,Altererythrobacter
da08f25e39242d244c39d5ceb6d3f030,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,Colwellia
73800846c0471f1197b17cd34c86d1c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,,Hyphomicrobiaceae
0f90ce86231bbe26bbf3f18946d821e9,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
80b12464a2426a6df9d477e3f18db0b0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,Deltaproteobacteria
73b71f09410611a2085c8a25bf8fbebd,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,,Arenicella
7a24ab5c8000a6e44c79d8917608d27d,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Taeseokella,,Taeseokella
fa2e37b38928feb18c302b83d4ef04f6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter vulgaris,Erythrobacter vulgaris
c089312d22a2d4371898d993b980cc2b,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,,,Simkaniaceae
2d047c827fbb60822e301a1dfc471b25,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
e28a5426f792a3498289713511301e68,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
ff50bb23e2dae4fd8106c2008d9077b8,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,NS11-12 marine group
6b3a1fef12381ddaa5f859b39beddfb9,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
df30bd984338805c0ee9462aeb119211,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,,Micavibrionaceae
33506b9efafd86827a53e7296207a3d2,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
555b81a3a69abd8d180d7a8885ab64f9,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,,,Cryomorphaceae
56e96f3ea89fbcb90ffc619a2755a3a8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,DEV007
8ab1f9b908c7acb9c91fe5ea49585f40,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,Rhodocyclaceae
6c1a94a228ba9bd589edf8de8be896c6,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,,Sandaracinaceae
ed623d6468f792981f485de5549ccac0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Piscibacillus,,Piscibacillus
3333a73cfabc405eccb2d86ac8d1da7f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,bacterium SH3-11,bacterium SH3-11,bacterium SH3-11
6fd99ce846b3539419ef7326c0391019,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Marine Methylotrophic Group 2,,Marine Methylotrophic Group 2
73095edb346ebd0f29d4d3ec576ffb6b,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,Reyranella
079e5b57f65cb1a3db1ee36a6a3cfa3f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
73b25afe097792213b9e0c4aed49d1ab,Bacteria,Planctomycetes,OM190,,,,,OM190
254159563a4dd0fb51cc4fb35188ab60,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,,Psychroserpens
91c16ecf47500e5ddaea1853f1e9a881,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
25c9884cd991eb1695f6a20546b4a231,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,,Hydrogenophaga
6333a14627cc7d0c5340333ab6f4203d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aquimonas,,Aquimonas
6b0b510443be84bfad125fe4166ecf51,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,,Verrucomicrobiaceae
e3858956e94e491c366b20a30dbd0bc8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,,Pelagicoccus
1fd7a7dff0a08cf61942ff1e7fbad007,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,,,Calditrichaceae
c011e9cdd97db590c53eb215f40c61e0,Archaea,Asgardaeota,Lokiarchaeia,,,,,Lokiarchaeia
97077d0d3f06601018ecc2c71accf905,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,,SAR116 clade
cfc77e4e1df40efffe51526c500deffc,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,,SAR116 clade
0e8e4c5f91ac7a5dd307e99a521b0139,Bacteria,Planctomycetes,OM190,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome
dfdd4ded298c73bba21ca66e917be133,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,,Dechloromonas
a2a01f110fdae631de98e7bc9bc6150c,Bacteria,Firmicutes,BRH-c20a,,,,,BRH-c20a
e2df21d50c51985cada40e374133acf4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,,Hymenobacter
690007f938528d77935770a1a85bc8ee,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,Pseudahrensia
45096c099428e363e96bbea0462e05ee,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,,Prolixibacteraceae
cac873bfefaf027dfced06417bf0007a,Bacteria,Planctomycetes,Phycisphaerae,Amsterdam-1B-07,,,,Amsterdam-1B-07
0d584200a8ee278cef9c6685a9b0dd5b,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,,Thalassobacillus
6693871c2c57702fa228cec057c567f4,Bacteria,Chloroflexi,KD4-96,,,,,KD4-96
7e0afe3bf7a133a9ceb52c2f82ba80ef,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,,OM43 clade
f1129c9c15810af6d02aced38daa5a86,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,Nisaea,,Nisaea
1709f384ffdeb377199661438078893d,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
c6efaf3fac3a86ffafd67d2bb44d1b51,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
84ea3564fd34c5377c4305b340f0c16f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,Clade III
c2e15db78de7db4226c7cbaceb1c09dc,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,DEV007
c98732cba66742632a85e738a37e5a8e,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,,LD29
c154126b759680bac3aeb9e9ed7bca4d,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
07577ac2f00edd30d4a945d21a834d49,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,,Paracaedibacteraceae
5e82f32b6fcf7e7717ece781a5698987,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,Coxiella
9711a7623ac2b145da2624b49032e793,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,,SAR92 clade
8075ccd64e46e7250589c0fabc6c9bad,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
85a37d5001f42c1a1367a498a86709d9,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton
41e3fb3f69370e04844354130d912ca2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella,,Kiloniella
0ca7296256991775f0ac67063f63a9e8,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,,Chitinophagales
68ef9911ce9bf62c1fcf1f5e53ad2f0d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
a15e60e45e32c2d235f5af1405243bc4,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,Sulfurimonas
5faac119d3dfa977e82443bf77c3196e,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,,,env.OPS 17
80c7b5065ce13a756c56d313aff5d778,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
cd5ca66c3a3f613262512d360c2c86ad,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,,,,Candidatus Kaiserbacteria
e3461c175f923df887782e571c2b520b,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,Desulfobulbaceae
db6a491f4cc96cc8437c7e85fae8e4fb,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
e596fc332589dcdfbf41ae046425d098,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,,Cyanobium PCC-6307
4f9ab3bd25d38bebb04c3da2828376fb,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,,Pelolinea
428343048456ded635d34ec3be55dc3c,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,Streptomyces
837aa2c551ec819f25bba1d0dd415691,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira
5d6a99a958fc6d1a7a0dce472be7a22f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,,Labilibacter
e4191d3ececf3e363ac94fd6d677369b,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Microcystis PCC-7914,,Microcystis PCC-7914
c042924b011289feef990a45c0c712be,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas
4d842dd67da99f03778924c0dd67972e,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,,,Nannocystaceae
6c973867034413bac83434c89552d51b,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,,Caldilineaceae
72a63b46cc12d9363f2992a2866c98a4,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,,SAR324 clade(Marine group B)
c7602bea795bebb7fbc633c579b5bf73,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,Luteolibacter
b69bb54648500745847a4f3241f67ee2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
a859c603599470b01538eb9050b3eb4e,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,,,Fibrobacteraceae
e30f676e32ddd9cb22daaea21ac6c8b6,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,IheB2-23,,IheB2-23
62c82bc8e8b02bb0f816b49f83c8e763,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,,Marinomonas
e6d509c156e3a89709196ec3bf9f932c,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12,,OLB12
1498a981afa9b0d2143d2907184b6a72,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
28fa1997300134921baf81b103c1f9c5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,,Lentimonas
c8586af09a704d7db662c5b8fe47dd3e,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
85355dc75e3133d17e91d80a873ff549,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella,,Candidatus Entotheonella
69f2d7b60a6bf729e0cb90382f1911a0,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter nonamiensis YM16-303,Ilumatobacter nonamiensis YM16-303
2b256908090ad614d4ae4c66c8458805,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,,Spirochaeta 2
a840c5aa60b5af2e1762ef15c369b3bb,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium
0d52758540e7b906a8414b7d90b9f727,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
9e24919f49f7c792c5b18646230dd2a3,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,Rhodocyclaceae
bae640d350d2a5a938129381be8f4370,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
e2c9abcc26865031861157af1ab1c029,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,,,Bacteroidetes BD2-2
0e480f502c87aacd8d388797dbaaf3f3,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,Iamia
ba7f6546795c6f132a5aef8b4566a2e4,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,,Sandaracinaceae
4abe84d282be64067d27c04389d4d8dd,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Marine Methylotrophic Group 2,,Marine Methylotrophic Group 2
7fed3f1d58617bbc163e54d310448114,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,,Hyphomonadaceae
b228eb97a43ed0a4c4290e08d57fb852,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,,Cycloclasticus
71338e956b30229a4ec7daa1156da4e7,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium
a936fa47d78722c311b6df62410139e1,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,,,,AT-s2-59
b12ce6386553fd6dd4e37d33d88d2267,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,,,Unknown Family
6eb1e505bdfa4d6f1ac22a363c3985ee,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
3b874f1d28fc55843cce702740bc34b2,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,NS5 marine group
81fc8c1990b1a00d57d22bc833b6e45b,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,Rubritalea
7c0da6534be4542e45dcfa815bb945d4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,,Halocynthiibacter
936a96b8913e2dc2a81299790f06a743,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola,,Muriicola
d57bd2d94beeae47736410573648c9e0,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,,WCHB1-41
80cbecb7f729269bdc4bdd26ac72b9d0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,,Microscillaceae
ac7272e4fd2b6e8efd9e19b7c1d22524,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas
cd5e4e875c3859def28b070fcf8735ee,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,Desulfobulbaceae
0a29aca9f21aeda81793c439406c3470,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,marine metagenome,marine metagenome
75d29871f3712f9a891e49b94a05c63e,Bacteria,Planctomycetes,OM190,,,,,OM190
4c6159e208f6b1baa4e05e1bfabc1a65,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,Litoreibacter
d8d29061ed28d312f9fa1db3fb8f3a1c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,,SAR92 clade
c1e43fa84629b937a44498d251812fb3,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,,,Nannocystaceae
b006463d1cbcc995360394896076c032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius,bacterium DG1026,bacterium DG1026
3922bc8f57b6d743439900fe56b7404a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maribius,,Maribius
f2d4e9e8e9bc07e40b9d21ab8d86f4c9,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
9531aca4fc24edc6c3bb78e3c14037d6,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,,Microscillaceae
e873d9142179fc17d2a152ccedd32147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides
6b5122a47a9842ded5d67fb81116a74f,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
0ab9aeb5edf23043953334c88342c1c8,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
21e5195cf1791d6f7b5079859200e80d,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,,OM27 clade
56bcce8cf36b31e434d72ad0ca721d17,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,,Coraliomargarita
a0b8bff68e0cf5ecee92893f60024d57,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Marinicella,,Marinicella
fbcfa56df7f0dbf43404a35d4e88e29b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
bc1336aae3297f10cc29141d36f4cf47,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Anaerolineaceae
4081f791fd7d233f19febbeb8923bf4b,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,,Halioglobus
f9c727b7b3130ac0111e683f44ddd569,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,,Pirellulaceae
840566145572ac366048bdbe0f925a4d,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,,,Gimesiaceae
99deb3c5ecb022ec05609ebd1112a557,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides
72c3e9025a5810aa9cfe98a22de1b40e,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,,Pirellulaceae
cf5b0f81f888d49cb323d6e1cf75c806,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
eb55cf726fd0672a8f9731833d99ca14,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,NS11-12 marine group
7dbf8044196ea8cc894577991fee5afb,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,,,PHOS-HE36
67e062d8170da62ed1715cbc0fce93d5,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,,,,Ga0077536
a700e972628c299478a4aeb9f33a94b6,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,Blastopirellula
9372389a0709557af2acc22a882cc7d0,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,,WCHB1-41
445b68d5068cb22a86b6f544371c0736,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,,Portibacter
414066a16366fe553963073a11119eca,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,,Kordia
e8b8bd8406268f4e6c52d205998cfff8,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,Fluviicola
d1846621d56307859a8d6c6bf12e33cd,Bacteria,Verrucomicrobia,Verrucomicrobiae,,,,,Verrucomicrobiae
b1a3f00cadf501c8afbc61f82d44e14c,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,,Dechloromonas
71980433dfb22eb6c2526855a7837f98,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,Ulvibacter sp. MAR_2010_11,Ulvibacter sp. MAR_2010_11
85bf817366f037311a67f720f4c287f2,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,,Aquimarina
19ccd6f611db01b4c888df47ee50c523,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Azoarcus,,Azoarcus
a0bc323046801304c0a832b336006b55,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,,,Family XI
8cfcfb363e767b19899c4eccf2214c86,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,,SM2D12
89baeb53f1ec17fc12466c1380de8ffa,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,,Maritimimonas
699df2ed93ea2ec71338ef381492fb73,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55,,MD3-55
6f4a3bba59c65e18341155d71bf00501,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
